"disease_id","gene_accession_id","phenodigm_score"
"ORPHA:1069","MGI:98266",32.68
"ORPHA:117","MGI:1345961",19.57
"ORPHA:1303","MGI:1345961",28.69
"ORPHA:1380","MGI:98266",44.67
"ORPHA:1397","MGI:98266",55.24
"OMIM:619649","MGI:98266",24.18
"OMIM:619781","MGI:98266",49.36
"ORPHA:556030","MGI:109279",26.06
"ORPHA:556037","MGI:109279",27.96
"ORPHA:449395","MGI:1928271",7.5
"ORPHA:47612","MGI:1345961",31.51
"ORPHA:482","MGI:1345961",31.04
"ORPHA:48435","MGI:1345961",22.73
"ORPHA:3453","MGI:109279",32.76
"ORPHA:37202","MGI:1345961",28.41
"ORPHA:39041","MGI:1345961",31.77
"ORPHA:400","MGI:1345961",20.65
"ORPHA:403","MGI:109279",30.51
"ORPHA:404","MGI:109279",30.92
"ORPHA:64","MGI:1345961",12.25
"ORPHA:2137","MGI:1345961",39.97
"ORPHA:251274","MGI:109279",22.34
"ORPHA:231183","MGI:98266",25.64
"ORPHA:231580","MGI:109279",24.72
"ORPHA:79480","MGI:1345961",37.31
"ORPHA:81","MGI:1345961",30.9
"ORPHA:818","MGI:1928271",2.18
"ORPHA:758","MGI:1351634",5.83
"ORPHA:786","MGI:109279",32.77
"ORPHA:79324","MGI:87868",3.72
"ORPHA:309263","MGI:1928271",8.25
"ORPHA:309271","MGI:1928271",8.44
"ORPHA:31150","MGI:87868",12.26
"ORPHA:90068","MGI:1345961",8.58
"ORPHA:90186","MGI:1345961",19.15
"ORPHA:90291","MGI:1345961",34.73
"ORPHA:443811","MGI:1345961",24.97
"ORPHA:69663","MGI:1928271",42.6
"ORPHA:69665","MGI:1928271",17.35
"ORPHA:699","MGI:1345961",14
"ORPHA:703","MGI:1345961",31.48
"ORPHA:727","MGI:1345961",30.19
"ORPHA:35737","MGI:98266",30.18
"ORPHA:90654","MGI:98266",35.23
"ORPHA:91139","MGI:1345961",21.34
"ORPHA:91349","MGI:96090",24.56
"ORPHA:91495","MGI:98266",26.56
"ORPHA:99827","MGI:1928271",6.44
"OMIM:246700","MGI:87868",33.29
"OMIM:233420","MGI:3665157",50.7
"OMIM:234700","MGI:1351634",33.44
"OMIM:136800","MGI:98266",63.64
"OMIM:147610","MGI:98266",57.62
"OMIM:217600","MGI:98266",68.48
"OMIM:219080","MGI:109279",31.94
"OMIM:224100","MGI:1928271",36.56
"OMIM:152700","MGI:1345961",52.19
"OMIM:154230","MGI:3665157",21.42
"OMIM:156850","MGI:98266",44.35
"OMIM:161200","MGI:1345961",9.34
"OMIM:235700","MGI:1928271",32.7
"OMIM:244450","MGI:87868",3.88
"OMIM:203780","MGI:98266",26.16
"OMIM:110150","MGI:98266",42.38
"OMIM:120040","MGI:98266",76.82
"OMIM:121900","MGI:98266",72.15
"OMIM:125852","MGI:109279",64.66
"OMIM:300622","MGI:1345961",51.33
"OMIM:300755","MGI:1345961",22.55
"OMIM:300779","MGI:98266",67.46
"OMIM:300833","MGI:3665157",100
"OMIM:312500","MGI:1345961",42.05
"OMIM:400044","MGI:3665157",44.88
"OMIM:400045","MGI:3665157",41.51
"OMIM:266200","MGI:1928271",27.04
"OMIM:601666","MGI:109279",68.85
"OMIM:601859","MGI:1345961",47.82
"OMIM:601941","MGI:109279",63.85
"OMIM:601942","MGI:109279",63.85
"OMIM:602247","MGI:87868",58.07
"OMIM:602361","MGI:1345961",17.09
"OMIM:278850","MGI:3665157",39.35
"OMIM:300018","MGI:3665157",100
"OMIM:165300","MGI:98266",30.12
"OMIM:169610","MGI:1345961",49.97
"OMIM:604901","MGI:1928271",55.85
"OMIM:605479","MGI:1928271",41.26
"ORPHA:254704","MGI:98266",48.63
"ORPHA:293621","MGI:98266",46.69
"ORPHA:2968","MGI:1345961",21.5
"ORPHA:2253","MGI:98266",39.37
"ORPHA:2826","MGI:96090",45.96
"ORPHA:289390","MGI:1345961",27.99
"ORPHA:3261","MGI:1345961",31.75
"ORPHA:33111","MGI:1345961",28.51
"OMIM:614674","MGI:109279",41.23
"OMIM:614809","MGI:1345961",51.19
"OMIM:613470","MGI:1928271",35.74
"OMIM:612520","MGI:109279",64.66
"OMIM:612965","MGI:3665157",50.2
"OMIM:613011","MGI:1345961",35.97
"OMIM:613080","MGI:3665157",44.69
"OMIM:613080","MGI:109279",33.73
"OMIM:613086","MGI:98266",62.43
"OMIM:609140","MGI:98266",71.7
"OMIM:610374","MGI:109279",66.62
"OMIM:610600","MGI:109279",31.24
"OMIM:610883","MGI:87868",6.25
"OMIM:600886","MGI:98266",47.2
"OMIM:600955","MGI:109279",38.73
"OMIM:601186","MGI:1345961",13.3
"OMIM:614279","MGI:3665157",75.62
"OMIM:614338","MGI:87868",56.4
"OMIM:613652","MGI:1345961",67.3
"OMIM:613762","MGI:3665157",50.32
"OMIM:615523","MGI:98266",61.91
"OMIM:615558","MGI:87868",29.14
"OMIM:617133","MGI:98266",40.02
"OMIM:616067","MGI:3665157",84.81
"OMIM:618156","MGI:87868",11.27
"OMIM:616425","MGI:3665157",57.63
"OMIM:616425","MGI:96090",47.37
"OMIM:618835","MGI:109279",21.37
"OMIM:618838","MGI:109279",28.9
"OMIM:618839","MGI:109279",21.32
"OMIM:618660","MGI:98266",46.61
"ORPHA:158061","MGI:1345961",32.28
"ORPHA:199299","MGI:109279",21.84
"OMIM:619849","MGI:1928271",46.12
"OMIM:619858","MGI:1345961",29.33
"ORPHA:54370","MGI:1345961",48.13
"ORPHA:56425","MGI:1345961",43.55
"ORPHA:46488","MGI:1345961",39.51
"ORPHA:470","MGI:1345961",23.35
"ORPHA:48377","MGI:1345961",30.54
"ORPHA:52901","MGI:96090",32.4
"ORPHA:536","MGI:1345961",44.79
"ORPHA:34145","MGI:1345961",32.07
"ORPHA:79506","MGI:1928271",57.4
"ORPHA:79087","MGI:1345961",32.32
"ORPHA:98827","MGI:1345961",35.56
"ORPHA:309256","MGI:1928271",8.53
"ORPHA:90060","MGI:1345961",32.41
"ORPHA:90283","MGI:1345961",50.16
"ORPHA:411593","MGI:1345961",28.87
"ORPHA:71","MGI:87868",13.65
"ORPHA:35664","MGI:98266",61.05
"ORPHA:90363","MGI:87868",9.64
"ORPHA:90674","MGI:96090",16.97
"ORPHA:93126","MGI:1345961",39.55
"ORPHA:99931","MGI:1345961",37.49
"OMIM:221900","MGI:98266",31.45
"OMIM:222100","MGI:1345961",27.77
"OMIM:225100","MGI:98266",98.58
"OMIM:240500","MGI:1345961",35.66
"OMIM:106230","MGI:98266",75.68
"OMIM:116700","MGI:98266",96.43
"OMIM:121390","MGI:98266",57.8
"OMIM:305800","MGI:1345961",27.01
"OMIM:266510","MGI:87868",14.54
"OMIM:256020","MGI:1345961",42.69
"OMIM:300062","MGI:96090",52.31
"OMIM:300143","MGI:96090",14.68
"OMIM:300428","MGI:96090",35.14
"OMIM:177850","MGI:1351634",3.94
"OMIM:212065","MGI:1928271",9.57
"OMIM:217000","MGI:1345961",34.99
"OMIM:619338","MGI:98266",25.04
"OMIM:270400","MGI:87868",2.9
"ORPHA:3000","MGI:96090",30.82
"ORPHA:227982","MGI:1345961",34.11
"ORPHA:227990","MGI:1345961",35.98
"OMIM:614878","MGI:98266",23.47
"OMIM:613179","MGI:1345961",30
"OMIM:613496","MGI:1345961",37.68
"OMIM:607765","MGI:1928271",36.2
"OMIM:608776","MGI:1928271",10.23
"OMIM:609529","MGI:1345961",38.46
"OMIM:612227","MGI:1345961",33.85
"OMIM:610475","MGI:109279",32.06
"OMIM:610489","MGI:109279",30.98
"OMIM:610947","MGI:109279",38.04
"OMIM:610984","MGI:1345961",27.28
"OMIM:615008","MGI:1345961",43.6
"OMIM:615401","MGI:1345961",13.65
"OMIM:614190","MGI:109279",58.77
"OMIM:614196","MGI:1345961",37.71
"OMIM:614380","MGI:1345961",45.32
"OMIM:614420","MGI:1345961",74.56
"OMIM:613783","MGI:1345961",52.13
"OMIM:617609","MGI:1345961",36.28
"OMIM:616730","MGI:1345961",25.85
"OMIM:616834","MGI:1928271",34.16
"OMIM:616892","MGI:1345961",38.01
"OMIM:615830","MGI:109279",36.26
"OMIM:615861","MGI:1345961",48.2
"OMIM:615954","MGI:109279",43
"OMIM:616005","MGI:1345961",31.39
"OMIM:618874","MGI:96090",10.91
"OMIM:618348","MGI:1345961",21.89
"OMIM:618534","MGI:1345961",45.54
"OMIM:617783","MGI:1345961",39.41
"OMIM:619126","MGI:1345961",43.82
"OMIM:619201","MGI:1345961",48.88
"ORPHA:1830","MGI:1345961",18.14
"ORPHA:100026","MGI:1345961",42.15
"OMIM:620642","MGI:1345961",19.51
"OMIM:619644","MGI:1345961",24.37
"OMIM:619813","MGI:98266",45.6
"OMIM:620058","MGI:1928271",52.53
"OMIM:620253","MGI:98266",55.4
"OMIM:620312","MGI:98266",29.42
"ORPHA:449395","MGI:1345961",31.8
"ORPHA:49041","MGI:1345961",33.2
"ORPHA:523","MGI:98266",23.89
"ORPHA:33577","MGI:1345961",34.81
"ORPHA:340","MGI:1345961",14.92
"ORPHA:397596","MGI:1345961",36.5
"ORPHA:401830","MGI:98266",26.85
"ORPHA:60026","MGI:1345961",54.3
"ORPHA:2310","MGI:98266",29.18
"ORPHA:809","MGI:1345961",28.65
"ORPHA:96180","MGI:1928271",13.39
"ORPHA:96181","MGI:109279",21.3
"ORPHA:79281","MGI:98266",43.84
"ORPHA:85286","MGI:96090",20.54
"ORPHA:90002","MGI:1345961",58
"ORPHA:36234","MGI:1345961",15.86
"ORPHA:369929","MGI:109279",16.81
"ORPHA:98908","MGI:1928271",13.35
"OMIM:104200","MGI:1345961",30.91
"OMIM:300706","MGI:96090",34.33
"OMIM:300719","MGI:98266",45.52
"OMIM:300886","MGI:96090",21.58
"OMIM:264120","MGI:96090",59.35
"OMIM:601794","MGI:98266",24.68
"OMIM:300055","MGI:96090",7.58
"OMIM:603909","MGI:1345961",47.68
"OMIM:216950","MGI:1345961",50.94
"ORPHA:2278","MGI:98266",33.85
"ORPHA:325345","MGI:3665157",49.42
"OMIM:612840","MGI:1345961",28.6
"OMIM:608709","MGI:1345961",25.36
"OMIM:614292","MGI:98266",35.93
"OMIM:614470","MGI:1345961",41.8
"OMIM:615559","MGI:1345961",45.58
"OMIM:618912","MGI:98266",0
"OMIM:618999","MGI:1345961",37.32
"OMIM:619183","MGI:1345961",36.91
"ORPHA:1067","MGI:98266",38.96
"ORPHA:1366","MGI:98266",24.89
"ORPHA:1369","MGI:98266",31.1
"ORPHA:1373","MGI:98266",23.55
"OMIM:619950","MGI:96090",2.79
"ORPHA:567548","MGI:1345961",28.57
"ORPHA:449432","MGI:1345961",24.91
"ORPHA:51608","MGI:1351634",5.61
"ORPHA:375","MGI:1345961",30.47
"ORPHA:393","MGI:96090",51.05
"ORPHA:656","MGI:1345961",31.53
"ORPHA:2172","MGI:1345961",19.36
"ORPHA:79506","MGI:87868",64.64
"ORPHA:79302","MGI:1928271",40.23
"ORPHA:85320","MGI:96090",58.79
"ORPHA:85327","MGI:96090",30.47
"ORPHA:85414","MGI:1345961",43.94
"ORPHA:3077","MGI:96090",11.82
"ORPHA:89844","MGI:1345961",8.82
"ORPHA:90033","MGI:1345961",38.39
"ORPHA:90036","MGI:1345961",31.3
"ORPHA:99889","MGI:109279",20.22
"OMIM:137940","MGI:1345961",16.88
"OMIM:162000","MGI:1345961",38.6
"OMIM:201910","MGI:109279",45.8
"OMIM:120790","MGI:1345961",45.87
"OMIM:125851","MGI:109279",64.66
"OMIM:301078","MGI:1345961",41.51
"OMIM:304790","MGI:1345961",35.99
"OMIM:301006","MGI:1345961",18.5
"OMIM:254000","MGI:98266",53.96
"OMIM:300238","MGI:96090",20.19
"OMIM:606392","MGI:109279",69.15
"OMIM:606394","MGI:109279",64.66
"OMIM:212065","MGI:87868",4.82
"OMIM:619428","MGI:1345961",13.05
"ORPHA:293978","MGI:109279",21.38
"ORPHA:26792","MGI:87868",4.92
"OMIM:614736","MGI:109279",38.08
"OMIM:613370","MGI:109279",59.28
"OMIM:613571","MGI:109279",56.72
"OMIM:607765","MGI:87868",15.54
"OMIM:608184","MGI:1345961",42.62
"OMIM:608776","MGI:87868",6.46
"OMIM:609939","MGI:1345961",43.39
"OMIM:610508","MGI:109279",69.15
"OMIM:610539","MGI:1928271",17.8
"OMIM:600496","MGI:109279",60.36
"OMIM:615412","MGI:98266",28.38
"OMIM:614473","MGI:1351634",10.04
"OMIM:613779","MGI:1345961",64.17
"OMIM:617006","MGI:1345961",58.6
"OMIM:616834","MGI:87868",31.49
"OMIM:615952","MGI:1345961",30.86
"OMIM:616511","MGI:109279",48.45
"OMIM:618852","MGI:1345961",58.83
"OMIM:618935","MGI:1345961",39.52
"OMIM:618398","MGI:1345961",40.12
"OMIM:618495","MGI:1345961",46.81
"ORPHA:1473","MGI:98266",27.61
"ORPHA:183675","MGI:1928271",8.74
"ORPHA:189427","MGI:109279",29.93
"ORPHA:1381","MGI:98266",28.62
"OMIM:620425","MGI:98266",29.13
"OMIM:620565","MGI:1345961",27.39
"OMIM:619525","MGI:1345961",13.71
"OMIM:620058","MGI:87868",53.2
"ORPHA:567544","MGI:1345961",35.24
"ORPHA:251004","MGI:1345961",13.48
"ORPHA:73245","MGI:98266",48.66
"ORPHA:96180","MGI:87868",11.14
"ORPHA:90790","MGI:109279",30.63
"ORPHA:90790","MGI:96090",17.12
"ORPHA:911","MGI:1345961",36.15
"OMIM:201470","MGI:87868",0
"OMIM:202110","MGI:109279",31.34
"OMIM:183800","MGI:98266",29.79
"OMIM:307500","MGI:109279",43.51
"OMIM:309520","MGI:96090",6.13
"OMIM:310468","MGI:1345961",38.14
"OMIM:212500","MGI:98266",58.07
"OMIM:212550","MGI:98266",30.06
"OMIM:619313","MGI:1345961",20.04
"OMIM:619375","MGI:1345961",63.49
"ORPHA:169090","MGI:1345961",29.48
"ORPHA:289548","MGI:3665157",17.29
"ORPHA:289548","MGI:109279",21.89
"ORPHA:324410","MGI:96090",8.53
"OMIM:613076","MGI:98266",55.33
"OMIM:609734","MGI:109279",43.95
"OMIM:616722","MGI:98266",48.37
"OMIM:616414","MGI:1345961",38.82
"OMIM:618810","MGI:1928271",14.99
"OMIM:619082","MGI:98266",52.05
"OMIM:619220","MGI:1345961",43.5
"OMIM:620795","MGI:1345961",46.98
"OMIM:619846","MGI:1345961",41.11
"ORPHA:37042","MGI:1345961",30.84
"ORPHA:399808","MGI:96090",47.99
"ORPHA:2084","MGI:98266",62.55
"ORPHA:231154","MGI:1345961",51.19
"ORPHA:95699","MGI:109279",14.13
"ORPHA:90793","MGI:109279",32.86
"ORPHA:90794","MGI:109279",21.52
"ORPHA:90795","MGI:109279",24
"OMIM:202010","MGI:109279",32.08
"OMIM:301109","MGI:1345961",42.35
"OMIM:314000","MGI:1345961",33.08
"OMIM:602450","MGI:1345961",31.93
"OMIM:271320","MGI:98266",51.07
"OMIM:274205","MGI:98266",39.93
"ORPHA:228426","MGI:1345961",33.09
"ORPHA:277","MGI:1345961",42.1
"OMIM:610156","MGI:98266",27.21
"OMIM:610539","MGI:87868",10.88
"OMIM:617718","MGI:1345961",35.26
"OMIM:616871","MGI:1345961",41.19
"ORPHA:79408","MGI:1345961",14.32
"ORPHA:90791","MGI:109279",28.66
"OMIM:247800","MGI:1345961",51.07
"OMIM:136580","MGI:1345961",34.88
"OMIM:201810","MGI:109279",28.2
"ORPHA:331206","MGI:1345961",28.53
"OMIM:611812","MGI:3665157",20.17
"OMIM:611812","MGI:109279",16.74
"OMIM:614199","MGI:1345961",28.45
"OMIM:614376","MGI:1345961",17.97
"OMIM:613743","MGI:3665157",33.45
"OMIM:618810","MGI:87868",9.07
"OMIM:620367","MGI:1928271",24.35
"ORPHA:567546","MGI:1345961",18.17
"ORPHA:399805","MGI:96090",50.86
"ORPHA:85112","MGI:3665157",57.64
"OMIM:301066","MGI:1928271",7.74
"ORPHA:276","MGI:1345961",24.98
"ORPHA:168558","MGI:3665157",17.59
"ORPHA:168558","MGI:109279",20.93
"ORPHA:69063","MGI:1345961",46.56
"ORPHA:90796","MGI:109279",21.56
"OMIM:251750","MGI:98266",42.57
"ORPHA:562639","MGI:1345961",45.56
"OMIM:607330","MGI:104511",12.07
"ORPHA:14","MGI:104511",9.16
"ORPHA:56","MGI:104511",7.12
"ORPHA:412","MGI:104511",35.59
"ORPHA:926","MGI:104511",13.94
"OMIM:613913","MGI:1345961",27.55
"ORPHA:444463","MGI:1345961",58.88
"OMIM:120433","MGI:98266",33.48
"OMIM:145750","MGI:104511",49.33
"OMIM:223370","MGI:104511",3.56
"OMIM:203800","MGI:104511",9.39
"OMIM:205400","MGI:104511",24.67
"OMIM:264800","MGI:104511",13.79
"OMIM:277700","MGI:104511",12.53
"OMIM:604809","MGI:104511",23.94
"OMIM:210250","MGI:104511",25.16
"OMIM:619324","MGI:104511",54.41
"OMIM:618666","MGI:104511",72.36
"ORPHA:1457","MGI:104511",29.28
"ORPHA:191","MGI:104511",4.34
"ORPHA:333","MGI:104511",5.07
"ORPHA:650","MGI:104511",35.42
"ORPHA:2067","MGI:104511",5.86
"ORPHA:2069","MGI:104511",14.41
"ORPHA:758","MGI:104511",10.84
"ORPHA:79324","MGI:104511",4.9
"ORPHA:31150","MGI:104511",27.32
"ORPHA:90041","MGI:104511",19.52
"ORPHA:902","MGI:104511",6.04
"ORPHA:439232","MGI:104511",12.59
"ORPHA:36913","MGI:104511",14.43
"ORPHA:909","MGI:104511",4.59
"OMIM:245900","MGI:104511",35.33
"OMIM:246700","MGI:104511",30.91
"OMIM:143890","MGI:104511",45.77
"OMIM:144010","MGI:104511",57.55
"OMIM:238600","MGI:104511",35.69
"OMIM:242900","MGI:104511",6.16
"OMIM:244450","MGI:104511",6.47
"OMIM:208060","MGI:104511",21.8
"OMIM:603813","MGI:104511",71.39
"OMIM:604091","MGI:104511",69.05
"ORPHA:229","MGI:104511",44.15
"OMIM:610883","MGI:104511",6.09
"OMIM:614338","MGI:104511",45.12
"OMIM:615558","MGI:104511",27.19
"OMIM:615947","MGI:104511",36.53
"OMIM:618156","MGI:104511",10.95
"OMIM:618463","MGI:104511",47.49
"ORPHA:2047","MGI:104511",9.28
"ORPHA:536","MGI:104511",0
"ORPHA:391665","MGI:104511",39.37
"ORPHA:2073","MGI:104511",0
"ORPHA:79474","MGI:104511",7.71
"ORPHA:785","MGI:104511",9.21
"ORPHA:79292","MGI:104511",33.7
"ORPHA:435638","MGI:104511",5.66
"ORPHA:71","MGI:104511",12.97
"ORPHA:90363","MGI:104511",9.39
"OMIM:230650","MGI:104511",12.7
"OMIM:266510","MGI:104511",13.98
"OMIM:278000","MGI:104511",17.54
"OMIM:176670","MGI:104511",22.54
"OMIM:177850","MGI:104511",18.16
"OMIM:269600","MGI:104511",22.63
"OMIM:270400","MGI:104511",4.66
"ORPHA:264675","MGI:104511",22.58
"ORPHA:275761","MGI:104511",15.98
"OMIM:612356","MGI:104511",63.41
"OMIM:614008","MGI:104511",6.15
"ORPHA:1830","MGI:104511",9.55
"OMIM:619802","MGI:104511",9.73
"ORPHA:565612","MGI:104511",19.18
"ORPHA:494424","MGI:104511",31.04
"ORPHA:231160","MGI:104511",36.96
"ORPHA:93598","MGI:104511",21.03
"ORPHA:95427","MGI:104511",12.99
"ORPHA:740","MGI:104511",5
"ORPHA:747","MGI:104511",17.16
"ORPHA:75234","MGI:104511",28.96
"ORPHA:90324","MGI:104511",6.06
"ORPHA:425","MGI:104511",45.62
"OMIM:144300","MGI:104511",59.52
"OMIM:151660","MGI:104511",18.14
"OMIM:132900","MGI:104511",47.03
"OMIM:257200","MGI:104511",11.08
"OMIM:257220","MGI:104511",17.61
"ORPHA:220295","MGI:104511",8.42
"ORPHA:2724","MGI:104511",28.87
"OMIM:607616","MGI:104511",28.05
"OMIM:607625","MGI:104511",14.45
"OMIM:608600","MGI:104511",22.4
"OMIM:611788","MGI:104511",51.48
"OMIM:615703","MGI:104511",31.5
"OMIM:617168","MGI:104511",27.98
"OMIM:616833","MGI:104511",20.9
"OMIM:616000","MGI:104511",25.24
"OMIM:618620","MGI:104511",48.57
"ORPHA:646","MGI:104511",5.05
"ORPHA:2348","MGI:104511",13.53
"ORPHA:79506","MGI:104511",55.41
"ORPHA:77293","MGI:104511",15.85
"ORPHA:79083","MGI:104511",15.56
"ORPHA:79084","MGI:104511",14.23
"ORPHA:412","MGI:104511",15.87
"ORPHA:363618","MGI:104511",22.34
"OMIM:249310","MGI:104511",5.33
"OMIM:300972","MGI:104511",5.76
"ORPHA:263501","MGI:104511",7.71
"OMIM:210250","MGI:104511",16.23
"OMIM:212065","MGI:104511",6.39
"OMIM:619324","MGI:104511",79.37
"ORPHA:280365","MGI:104511",14.82
"OMIM:607765","MGI:104511",14.77
"OMIM:608320","MGI:104511",45.11
"OMIM:608776","MGI:104511",6.31
"OMIM:610947","MGI:104511",30.49
"OMIM:616834","MGI:104511",29.64
"OMIM:616222","MGI:104511",8.61
"OMIM:618666","MGI:104511",53.81
"ORPHA:1192","MGI:104511",16.56
"OMIM:620058","MGI:104511",72.39
"ORPHA:633","MGI:104511",9.16
"ORPHA:2457","MGI:104511",10.1
"ORPHA:96180","MGI:104511",10.85
"ORPHA:79237","MGI:104511",13.9
"ORPHA:86816","MGI:104511",20.67
"ORPHA:90041","MGI:104511",11.68
"OMIM:144010","MGI:104511",43.26
"OMIM:238600","MGI:104511",27.14
"OMIM:118450","MGI:104511",4.93
"OMIM:182290","MGI:104511",4.78
"OMIM:309000","MGI:104511",6.53
"OMIM:602247","MGI:104511",72.9
"OMIM:176270","MGI:104511",4.49
"OMIM:603776","MGI:104511",45.24
"OMIM:603813","MGI:104511",53.69
"ORPHA:273","MGI:104511",2.28
"OMIM:614338","MGI:104511",47.54
"OMIM:614025","MGI:104511",44.23
"ORPHA:186","MGI:104511",9.84
"ORPHA:1979","MGI:104511",15.43
"ORPHA:199354","MGI:104511",12.29
"ORPHA:140905","MGI:104511",51.94
"ORPHA:470","MGI:104511",10.78
"ORPHA:528","MGI:104511",9.17
"ORPHA:391665","MGI:104511",10.07
"ORPHA:401923","MGI:104511",10.14
"ORPHA:209902","MGI:104511",37.19
"ORPHA:247585","MGI:104511",14.47
"ORPHA:230839","MGI:104511",14.23
"ORPHA:819","MGI:104511",3.64
"ORPHA:91387","MGI:104511",26.77
"OMIM:232700","MGI:104511",33
"OMIM:144250","MGI:104511",56.84
"OMIM:207750","MGI:104511",38.26
"OMIM:306000","MGI:104511",25.58
"OMIM:301033","MGI:104511",22.12
"OMIM:256300","MGI:104511",15
"OMIM:278000","MGI:104511",11.67
"OMIM:619471","MGI:104511",9.08
"ORPHA:275761","MGI:104511",8.42
"OMIM:610539","MGI:104511",10.41
"OMIM:616730","MGI:104511",11.24
"OMIM:616267","MGI:104511",20.5
"OMIM:618348","MGI:104511",7.26
"OMIM:620211","MGI:104511",21.74
"ORPHA:488650","MGI:104511",17.07
"ORPHA:534","MGI:104511",3.92
"ORPHA:2479","MGI:104511",5.85
"ORPHA:75234","MGI:104511",19.02
"ORPHA:77296","MGI:104511",11.8
"ORPHA:90065","MGI:104511",6.51
"ORPHA:69663","MGI:104511",9.4
"OMIM:144300","MGI:104511",45.01
"OMIM:151660","MGI:104511",10.91
"OMIM:277460","MGI:104511",19.89
"OMIM:605814","MGI:104511",30.88
"OMIM:606721","MGI:104511",5.24
"ORPHA:280679","MGI:104511",14.78
"OMIM:612526","MGI:104511",18.16
"OMIM:610842","MGI:104511",19.18
"OMIM:615703","MGI:104511",24.02
"OMIM:615812","MGI:104511",26.69
"OMIM:618810","MGI:104511",8.73
"OMIM:619662","MGI:104511",15.38
"OMIM:619855","MGI:104511",55.99
"OMIM:619868","MGI:104511",23.87
"ORPHA:567548","MGI:104511",15.87
"ORPHA:79506","MGI:104511",72.35
"ORPHA:363618","MGI:104511",9.06
"ORPHA:90674","MGI:104511",8.56
"OMIM:248370","MGI:104511",7.46
"OMIM:608320","MGI:104511",28.58
"OMIM:616828","MGI:104511",15.78
"OMIM:616829","MGI:104511",19.97
"OMIM:615863","MGI:104511",31.7
"OMIM:620454","MGI:104511",10.87
"OMIM:619534","MGI:104511",4.2
"OMIM:300845","MGI:104511",12.71
"ORPHA:64753","MGI:104511",15.88
"ORPHA:209902","MGI:104511",18.37
"ORPHA:247598","MGI:104511",24.97
"ORPHA:254531","MGI:104511",10.68
"ORPHA:94124","MGI:104511",17.4
"ORPHA:91135","MGI:104511",33.47
"OMIM:208920","MGI:104511",10.53
"OMIM:209010","MGI:104511",33.14
"OMIM:607250","MGI:104511",17.3
"ORPHA:264580","MGI:104511",7.14
"ORPHA:96184","MGI:104511",7.31
"ORPHA:79240","MGI:104511",7.85
"ORPHA:79259","MGI:104511",7.13
"OMIM:610644","MGI:104511",14.7
